"","temp","origin","date","mean_temp"
"47862",41,"EWR",2013-01-11,41
"47863",78.98,"JFK",2013-07-29,78.98
"47864",37.04,"JFK",2013-02-22,37.04
"47865",84.92,"EWR",2013-07-10,84.92
"47866",35.96,"LGA",2013-12-09,35.96
"47867",42.98,"JFK",2013-02-28,42.98
"47868",53.06,"JFK",2013-12-23,53.06
"47869",84.92,"EWR",2013-05-30,84.92
"47870",84.02,"EWR",2013-06-22,84.02
"47871",35.96,"EWR",2013-03-16,35.96
"47872",51.08,"JFK",2013-05-25,51.08
"47873",73.04,"JFK",2013-09-21,73.04
"47874",37.94,"JFK",2013-04-06,37.94
"47875",69.98,"EWR",2013-08-16,69.98
"47876",78.08,"JFK",2013-09-05,78.08
"47877",51.08,"LGA",2013-12-20,51.08
"47878",60.98,"JFK",2013-10-20,60.98
"47879",55.94,"EWR",2013-04-25,55.94
"47880",39.92,"EWR",2013-03-06,39.92
"47881",62.96,"EWR",2013-10-20,62.96
"47882",60.08,"EWR",2013-05-02,60.08
"47883",78.98,"EWR",2013-07-06,78.98
"47884",75.2,"JFK",2013-09-01,75.2
"47885",42.08,"JFK",2013-11-03,42.08
"47886",71.06,"EWR",2013-05-11,71.06
"47887",28.94,"JFK",2013-12-16,28.94
"47888",68,"JFK",2013-10-11,68
"47889",48.02,"EWR",2013-04-15,48.02
"47890",87.08,"LGA",2013-07-08,87.08
"47891",80.96,"EWR",2013-07-29,80.96
"47892",32,"LGA",2013-02-20,32
"47893",87.08,"EWR",2013-05-30,87.08
"47894",78.08,"EWR",2013-05-22,78.08
"47895",69.98,"JFK",2013-06-23,69.98
"47896",82.04,"EWR",2013-07-30,82.04
"47897",68,"EWR",2013-10-08,68
"47898",87.08,"LGA",2013-08-21,87.08
"47899",80.96,"LGA",2013-08-10,80.96
"47900",48.92,"JFK",2013-03-12,48.92
"47901",46.04,"JFK",2013-01-07,46.04
"47902",68,"LGA",2013-11-01,68
"47903",73.94,"JFK",2013-08-02,73.94
"47904",80.06,"EWR",2013-06-09,80.06
"47905",55.94,"JFK",2013-10-22,55.94
"47906",73.04,"LGA",2013-08-12,73.04
"47907",26.06,"LGA",2013-12-18,26.06
"47908",73.04,"JFK",2013-09-21,73.04
"47909",84.02,"LGA",2013-05-30,84.02
"47910",44.06,"LGA",2013-12-29,44.06
"47911",39.02,"LGA",2013-01-09,39.02
"47912",44.06,"EWR",2013-01-07,44.06
"47913",39.92,"JFK",2013-12-15,39.92
"47914",68,"EWR",2013-10-12,68
"47915",71.06,"EWR",2013-04-08,71.06
"47916",55.94,"JFK",2013-10-21,55.94
"47917",78.08,"LGA",2013-07-31,78.08
"47918",46.94,"JFK",2013-01-20,46.94
"47919",46.94,"LGA",2013-01-13,46.94
"47920",55.94,"JFK",2013-09-15,55.94
"47921",28.94,"LGA",2013-12-08,28.94
"47922",73.94,"JFK",2013-04-09,73.94
"47923",60.08,"JFK",2013-05-11,60.08
"47924",55.4,"LGA",2013-04-11,55.4
"47925",60.98,"JFK",2013-06-13,60.98
"47926",53.96,"EWR",2013-05-01,53.96
"47927",53.96,"LGA",2013-10-14,53.96
"47928",82.04,"EWR",2013-08-30,82.04
"47929",35.96,"JFK",2013-11-30,35.96
"47930",44.06,"JFK",2013-03-19,44.06
"47931",77,"LGA",2013-06-11,77
"47932",78.98,"JFK",2013-08-30,78.98
"47933",19.04,"LGA",2013-01-23,19.04
"47934",42.98,"JFK",2013-02-25,42.98
"47935",64.94,"EWR",2013-04-28,64.94
"47936",37.04,"LGA",2013-11-13,37.04
"47937",57.92,"LGA",2013-11-18,57.92
"47938",32,"EWR",2013-12-26,32
"47939",51.08,"LGA",2013-11-10,51.08
"47940",60.8,"EWR",2013-11-07,60.8
"47941",60.98,"EWR",2013-09-22,60.98
"47942",57.02,"LGA",2013-10-30,57.02
"47943",77,"JFK",2013-05-30,77
"47944",77,"EWR",2013-06-23,77
"47945",53.06,"LGA",2013-04-13,53.06
"47946",33.08,"LGA",2013-03-21,33.08
"47947",48.02,"LGA",2013-01-13,48.02
"47948",39.02,"EWR",2013-12-24,39.02
"47949",82.04,"LGA",2013-06-22,82.04
"47950",73.94,"LGA",2013-08-31,73.94
"47951",42.08,"LGA",2013-04-02,42.08
"47952",42.08,"EWR",2013-10-25,42.08
"47953",32,"EWR",2013-02-10,32
"47954",84.02,"LGA",2013-05-31,84.02
"47955",30.02,"EWR",2013-12-18,30.02
"47956",64.94,"EWR",2013-07-25,64.94
"47957",77,"LGA",2013-08-15,77
"47958",60.08,"LGA",2013-10-08,60.08
"47959",30.92,"EWR",2013-02-17,30.92
"47960",69.8,"EWR",2013-07-26,69.8
"47961",71.96,"JFK",2013-08-15,71.96
"47962",32,"EWR",2013-12-13,32
"47963",93.02,"LGA",2013-07-19,93.02
"47964",28.94,"LGA",2013-12-17,28.94
"47965",37.94,"LGA",2013-01-01,37.94
"47966",71.96,"LGA",2013-06-05,71.96
"47967",28.04,"JFK",2013-11-30,28.04
"47968",78.08,"JFK",2013-07-27,78.08
"47969",55.04,"JFK",2013-10-20,55.04
"47970",28.94,"JFK",2013-02-05,28.94
"47971",32,"EWR",2013-03-14,32
"47972",46.04,"EWR",2013-03-26,46.04
"47973",33.98,"JFK",2013-03-07,33.98
"47974",39.92,"JFK",2013-01-07,39.92
"47975",91.94,"LGA",2013-06-25,91.94
"47976",84.02,"EWR",2013-07-06,84.02
"47977",50,"JFK",2013-04-23,50
"47978",44.06,"JFK",2013-02-28,44.06
"47979",37.04,"EWR",2013-03-02,37.04
"47980",33.98,"EWR",2013-01-06,33.98
"47981",35.96,"EWR",2013-03-17,35.96
"47982",48.02,"LGA",2013-03-13,48.02
"47983",66.02,"EWR",2013-06-13,66.02
"47984",57.92,"JFK",2013-05-15,57.92
"47985",80.6,"EWR",2013-06-28,80.6
"47986",62.96,"LGA",2013-04-24,62.96
"47987",51.08,"JFK",2013-10-25,51.08
"47988",48.02,"LGA",2013-10-25,48.02
"47989",42.08,"JFK",2013-11-04,42.08
"47990",37.94,"LGA",2013-12-19,37.94
"47991",77,"LGA",2013-08-22,77
"47992",82.04,"EWR",2013-07-08,82.04
"47993",73.04,"JFK",2013-09-05,73.04
"47994",50,"EWR",2013-04-22,50
"47995",53.96,"JFK",2013-04-29,53.96
"47996",71.06,"JFK",2013-10-12,71.06
"47997",78.98,"LGA",2013-07-10,78.98
"47998",53.96,"EWR",2013-10-27,53.96
"47999",75.2,"LGA",2013-08-22,75.2
"48000",78.98,"LGA",2013-08-17,78.98
"48001",75.92,"EWR",2013-08-05,75.92
"48002",53.6,"LGA",2013-11-07,53.6
"48003",71.96,"LGA",2013-08-23,71.96
"48004",26.96,"JFK",2013-01-18,26.96
"48005",64.94,"LGA",2013-05-18,64.94
"48006",87.08,"JFK",2013-07-14,87.08
"48007",44.06,"JFK",2013-02-25,44.06
"48008",35.06,"LGA",2013-12-18,35.06
"48009",37.04,"EWR",2013-11-26,37.04
"48010",57.2,"EWR",2013-05-28,57.2
"48011",57.2,"LGA",2013-05-28,57.2
"48012",66.02,"EWR",2013-06-08,66.02
"48013",23,"EWR",2013-01-22,23
"48014",68,"LGA",2013-09-07,68
"48015",64.94,"EWR",2013-04-16,64.94
"48016",77,"EWR",2013-08-06,77
"48017",26.96,"EWR",2013-12-13,26.96
"48018",48.92,"LGA",2013-05-06,48.92
"48019",28.4,"LGA",2013-12-17,28.4
"48020",66.02,"LGA",2013-05-11,66.02
"48021",44.06,"JFK",2013-12-03,44.06
"48022",51.08,"JFK",2013-03-29,51.08
"48023",48.02,"LGA",2013-04-25,48.02
"48024",84.02,"LGA",2013-06-26,84.02
"48025",44.06,"EWR",2013-11-08,44.06
"48026",50,"LGA",2013-11-10,50
"48027",91.94,"EWR",2013-06-24,91.94
"48028",62.6,"EWR",2013-10-16,62.6
"48029",44.6,"EWR",2013-01-13,44.6
"48030",41,"EWR",2013-11-08,41
"48031",37.04,"EWR",2013-03-24,37.04
"48032",64.04,"EWR",2013-04-01,64.04
"48033",55.04,"LGA",2013-04-29,55.04
"48034",48.02,"EWR",2013-03-05,48.02
"48035",59,"JFK",2013-04-26,59
"48036",68,"LGA",2013-07-26,68
"48037",82.94,"LGA",2013-08-30,82.94
"48038",84.92,"EWR",2013-07-16,84.92
"48039",68,"EWR",2013-10-03,68
"48040",28.94,"LGA",2013-02-01,28.94
"48041",73.94,"JFK",2013-08-08,73.94
"48042",44.96,"EWR",2013-03-05,44.96
"48043",62.96,"EWR",2013-10-31,62.96
"48044",80.96,"EWR",2013-06-15,80.96
"48045",91.04,"EWR",2013-07-14,91.04
"48046",69.08,"EWR",2013-10-01,69.08
"48047",53.06,"LGA",2013-04-14,53.06
"48048",82.94,"LGA",2013-07-07,82.94
"48049",60.08,"EWR",2013-09-23,60.08
"48050",82.94,"JFK",2013-07-18,82.94
"48051",51.08,"JFK",2013-04-08,51.08
"48052",75.02,"JFK",2013-09-02,75.02
"48053",77,"EWR",2013-09-02,77
"48054",82.04,"LGA",2013-06-02,82.04
"48055",66.02,"EWR",2013-09-06,66.02
"48056",62.06,"JFK",2013-09-25,62.06
"48057",75.92,"JFK",2013-08-15,75.92
"48058",46.94,"JFK",2013-01-08,46.94
"48059",75.02,"LGA",2013-08-25,75.02
"48060",62.96,"EWR",2013-04-25,62.96
"48061",33.8,"JFK",2013-03-18,33.8
"48062",32,"LGA",2013-02-08,32
"48063",28.94,"LGA",2013-02-04,28.94
"48064",30.92,"EWR",2013-01-03,30.92
"48065",51.08,"JFK",2013-10-15,51.08
"48066",75.92,"JFK",2013-07-05,75.92
"48067",59,"LGA",2013-09-09,59
"48068",82.94,"LGA",2013-07-02,82.94
"48069",35.06,"JFK",2013-11-23,35.06
"48070",75.92,"EWR",2013-06-22,75.92
"48071",51.98,"JFK",2013-04-18,51.98
"48072",66.92,"EWR",2013-08-20,66.92
"48073",35.06,"JFK",2013-03-03,35.06
"48074",32,"JFK",2013-11-30,32
"48075",50,"EWR",2013-11-21,50
"48076",59,"LGA",2013-10-30,59
"48077",53.06,"JFK",2013-04-28,53.06
"48078",71.06,"EWR",2013-05-22,71.06
"48079",80.96,"EWR",2013-05-21,80.96
"48080",78.98,"JFK",2013-06-26,78.98
"48081",44.06,"LGA",2013-02-19,44.06
"48082",35.6,"LGA",2013-02-23,35.6
"48083",78.98,"LGA",2013-08-19,78.98
"48084",32,"LGA",2013-11-20,32
"48085",73.04,"JFK",2013-08-27,73.04
"48086",37.94,"JFK",2013-03-24,37.94
"48087",37.04,"EWR",2013-03-07,37.04
"48088",64.94,"LGA",2013-11-01,64.94
"48089",69.08,"JFK",2013-09-14,69.08
"48090",62.96,"JFK",2013-09-06,62.96
"48091",78.08,"EWR",2013-08-13,78.08
"48092",69.08,"JFK",2013-08-24,69.08
"48093",48.02,"JFK",2013-02-15,48.02
"48094",44.96,"JFK",2013-12-06,44.96
"48095",55.04,"EWR",2013-10-08,55.04
"48096",30.02,"EWR",2013-03-14,30.02
"48097",39.92,"JFK",2013-03-10,39.92
"48098",78.08,"LGA",2013-08-08,78.08
"48099",84.02,"EWR",2013-06-17,84.02
"48100",69.98,"JFK",2013-08-01,69.98
"48101",82.94,"JFK",2013-08-10,82.94
"48102",84.92,"JFK",2013-07-07,84.92
"48103",71.96,"EWR",2013-08-29,71.96
"48104",53.06,"EWR",2013-05-15,53.06
"48105",84.02,"EWR",2013-09-01,84.02
"48106",62.96,"JFK",2013-10-18,62.96
"48107",91.94,"EWR",2013-07-18,91.94
"48108",42.08,"LGA",2013-03-01,42.08
"48109",55.04,"EWR",2013-05-04,55.04
"48110",33.08,"JFK",2013-01-01,33.08
"48111",80.06,"LGA",2013-07-02,80.06
"48112",26.06,"JFK",2013-02-04,26.06
"48113",64.04,"EWR",2013-09-16,64.04
"48114",80.96,"EWR",2013-08-26,80.96
"48115",64.94,"LGA",2013-10-17,64.94
"48116",89.06,"EWR",2013-07-10,89.06
"48117",84.02,"EWR",2013-05-21,84.02
"48118",75.92,"LGA",2013-09-19,75.92
"48119",46.4,"EWR",2013-01-13,46.4
"48120",48.02,"EWR",2013-05-13,48.02
"48121",59,"EWR",2013-04-24,59
"48122",86,"JFK",2013-07-18,86
"48123",33.98,"JFK",2013-12-13,33.98
"48124",66.02,"JFK",2013-06-02,66.02
"48125",48.02,"JFK",2013-12-03,48.02
"48126",51.08,"EWR",2013-04-23,51.08
"48127",73.04,"JFK",2013-09-19,73.04
"48128",55.04,"JFK",2013-03-29,55.04
"48129",53.96,"EWR",2013-05-03,53.96
"48130",64.4,"EWR",2013-10-13,64.4
"48131",41,"LGA",2013-01-07,41
"48132",42.98,"EWR",2013-10-29,42.98
"48133",44.96,"LGA",2013-03-05,44.96
"48134",26.06,"EWR",2013-01-21,26.06
"48135",64.04,"LGA",2013-10-07,64.04
"48136",75.92,"EWR",2013-08-18,75.92
"48137",37.94,"EWR",2013-03-25,37.94
"48138",69.98,"JFK",2013-05-16,69.98
"48139",75.92,"EWR",2013-08-19,75.92
"48140",30.92,"JFK",2013-02-05,30.92
"48141",78.08,"LGA",2013-07-09,78.08
"48142",39.02,"LGA",2013-11-13,39.02
"48143",44.96,"JFK",2013-02-28,44.96
"48144",77,"EWR",2013-07-03,77
"48145",28.94,"EWR",2013-02-01,28.94
"48146",46.94,"EWR",2013-03-05,46.94
"48147",60.8,"EWR",2013-05-08,60.8
"48148",62.96,"EWR",2013-05-01,62.96
"48149",42.98,"LGA",2013-03-10,42.98
"48150",71.96,"EWR",2013-07-28,71.96
"48151",39.02,"JFK",2013-03-14,39.02
"48152",48.02,"LGA",2013-12-01,48.02
"48153",84.02,"EWR",2013-07-26,84.02
"48154",66.92,"EWR",2013-07-25,66.92
"48155",73.4,"JFK",2013-07-03,73.4
"48156",78.98,"LGA",2013-07-31,78.98
"48157",71.06,"LGA",2013-06-05,71.06
"48158",77,"JFK",2013-09-04,77
"48159",46.04,"EWR",2013-03-05,46.04
"48160",32,"EWR",2013-02-19,32
"48161",50,"EWR",2013-03-26,50
"48162",82.04,"EWR",2013-09-01,82.04
"48163",28.94,"LGA",2013-02-01,28.94
"48164",75.02,"JFK",2013-08-13,75.02
"48165",89.96,"EWR",2013-07-14,89.96
"48166",46.04,"JFK",2013-04-03,46.04
"48167",77,"LGA",2013-06-30,77
"48168",89.06,"LGA",2013-07-08,89.06
"48169",73.04,"LGA",2013-08-03,73.04
"48170",42.98,"EWR",2013-03-22,42.98
"48171",68,"LGA",2013-10-11,68
"48172",28.94,"LGA",2013-12-08,28.94
"48173",73.04,"JFK",2013-06-27,73.04
"48174",33.98,"JFK",2013-01-28,33.98
"48175",66.02,"EWR",2013-10-21,66.02
"48176",78.98,"JFK",2013-08-28,78.98
"48177",35.06,"LGA",2013-02-22,35.06
"48178",78.08,"JFK",2013-06-16,78.08
"48179",80.96,"EWR",2013-06-29,80.96
"48180",73.04,"EWR",2013-06-12,73.04
"48181",62.06,"LGA",2013-04-28,62.06
"48182",39.92,"LGA",2013-11-23,39.92
"48183",39.92,"EWR",2013-03-06,39.92
"48184",91.04,"LGA",2013-05-31,91.04
"48185",30.92,"EWR",2013-01-18,30.92
"48186",86,"LGA",2013-07-15,86
"48187",75.92,"EWR",2013-10-03,75.92
"48188",66.2,"EWR",2013-06-10,66.2
"48189",71.06,"JFK",2013-07-26,71.06
"48190",75.92,"LGA",2013-08-24,75.92
"48191",80.06,"JFK",2013-05-30,80.06
"48192",66.02,"JFK",2013-06-14,66.02
"48193",87.08,"LGA",2013-07-14,87.08
"48194",84.92,"JFK",2013-07-17,84.92
"48195",26.96,"LGA",2013-12-14,26.96
"48196",64.04,"LGA",2013-04-26,64.04
"48197",66.92,"EWR",2013-07-25,66.92
"48198",75.92,"JFK",2013-08-08,75.92
"48199",41,"EWR",2013-03-13,41
"48200",33.98,"LGA",2013-01-28,33.98
"48201",48.02,"JFK",2013-11-26,48.02
"48202",89.06,"LGA",2013-07-07,89.06
"48203",80.96,"EWR",2013-05-21,80.96
"48204",44.06,"LGA",2013-02-19,44.06
"48205",46.04,"JFK",2013-01-07,46.04
"48206",30.02,"EWR",2013-12-18,30.02
"48207",64.94,"JFK",2013-06-21,64.94
"48208",64.04,"JFK",2013-10-15,64.04
"48209",93.92,"EWR",2013-07-20,93.92
"48210",75.92,"LGA",2013-05-10,75.92
"48211",46.04,"EWR",2013-01-17,46.04
"48212",64.94,"JFK",2013-06-04,64.94
"48213",33.98,"LGA",2013-03-08,33.98
"48214",33.08,"JFK",2013-03-10,33.08
"48215",44.96,"EWR",2013-05-14,44.96
"48216",87.08,"EWR",2013-06-02,87.08
"48217",59,"LGA",2013-10-21,59
"48218",51.08,"JFK",2013-04-22,51.08
"48219",28.04,"JFK",2013-12-24,28.04
"48220",28.94,"JFK",2013-02-09,28.94
"48221",46.94,"EWR",2013-03-26,46.94
"48222",60.08,"LGA",2013-05-04,60.08
"48223",37.04,"LGA",2013-03-07,37.04
"48224",80.96,"JFK",2013-06-27,80.96
"48225",77,"LGA",2013-08-29,77
"48226",75.92,"EWR",2013-05-23,75.92
"48227",32,"JFK",2013-12-11,32
"48228",62.06,"EWR",2013-09-18,62.06
"48229",62.06,"JFK",2013-06-07,62.06
"48230",28.04,"EWR",2013-02-02,28.04
"48231",46.04,"JFK",2013-12-20,46.04
"48232",73.94,"LGA",2013-09-10,73.94
"48233",42.08,"JFK",2013-12-04,42.08
"48234",75.92,"LGA",2013-06-20,75.92
"48235",71.96,"JFK",2013-06-08,71.96
"48236",33.98,"JFK",2013-12-13,33.98
"48237",37.94,"JFK",2013-03-10,37.94
"48238",44.96,"JFK",2013-10-29,44.96
"48239",30.02,"JFK",2013-12-14,30.02
"48240",21.92,"EWR",2013-01-27,21.92
"48241",59,"LGA",2013-11-06,59
"48242",78.08,"EWR",2013-07-03,78.08
"48243",35.06,"EWR",2013-12-09,35.06
"48244",69.08,"EWR",2013-10-11,69.08
"48245",17.06,"JFK",2013-01-25,17.06
"48246",51.8,"JFK",2013-01-31,51.8
"48247",53.06,"LGA",2013-10-26,53.06
"48248",57.02,"LGA",2013-01-31,57.02
"48249",62.96,"LGA",2013-09-16,62.96
"48250",28.94,"JFK",2013-11-24,28.94
"48251",60.8,"EWR",2013-12-23,60.8
"48252",44.96,"JFK",2013-01-12,44.96
"48253",57.02,"EWR",2013-05-04,57.02
"48254",35.6,"EWR",2013-03-07,35.6
"48255",39.02,"JFK",2013-01-15,39.02
"48256",28.94,"EWR",2013-12-11,28.94
"48257",71.06,"EWR",2013-08-04,71.06
"48258",75.02,"JFK",2013-09-01,75.02
"48259",62.96,"JFK",2013-04-17,62.96
"48260",82.4,"EWR",2013-07-07,82.4
"48261",80.06,"EWR",2013-07-10,80.06
"48262",35.96,"EWR",2013-11-12,35.96
"48263",60.8,"EWR",2013-12-23,60.8
"48264",51.98,"LGA",2013-04-30,51.98
"48265",60.8,"LGA",2013-04-19,60.8
"48266",69.08,"LGA",2013-05-28,69.08
"48267",28.04,"EWR",2013-01-18,28.04
"48268",69.08,"EWR",2013-05-10,69.08
"48269",46.04,"EWR",2013-03-19,46.04
"48270",37.04,"LGA",2013-03-07,37.04
"48271",55.04,"EWR",2013-04-01,55.04
"48272",75.02,"LGA",2013-06-12,75.02
"48273",91.94,"EWR",2013-06-01,91.94
"48274",51.98,"LGA",2013-04-21,51.98
"48275",75.02,"JFK",2013-08-28,75.02
"48276",55.04,"EWR",2013-05-03,55.04
"48277",73.04,"EWR",2013-08-15,73.04
"48278",51.98,"JFK",2013-10-23,51.98
"48279",26.96,"JFK",2013-01-26,26.96
"48280",53.96,"EWR",2013-12-21,53.96
"48281",50,"LGA",2013-10-25,50
"48282",37.04,"JFK",2013-02-22,37.04
"48283",48.92,"LGA",2013-01-20,48.92
"48284",17.96,"LGA",2013-01-26,17.96
"48285",82.94,"LGA",2013-05-21,82.94
"48286",41,"JFK",2013-04-03,41
"48287",64.4,"JFK",2013-04-19,64.4
"48288",39.02,"EWR",2013-11-04,39.02
"48289",66.02,"LGA",2013-06-10,66.02
"48290",50,"EWR",2013-05-27,50
"48291",71.06,"LGA",2013-06-20,71.06
"48292",33.98,"JFK",2013-01-28,33.98
"48293",78.08,"LGA",2013-07-26,78.08
"48294",48.02,"EWR",2013-04-25,48.02
"48295",46.04,"LGA",2013-04-04,46.04
"48296",44.06,"EWR",2013-03-19,44.06
"48297",35.96,"LGA",2013-02-16,35.96
"48298",59,"EWR",2013-04-08,59
"48299",66.02,"EWR",2013-09-14,66.02
"48300",39.02,"JFK",2013-01-15,39.02
"48301",80.06,"EWR",2013-09-21,80.06
"48302",43.88,"JFK",2013-10-26,43.88
"48303",75.02,"EWR",2013-08-18,75.02
"48304",55.4,"JFK",2013-10-27,55.4
"48305",64.94,"EWR",2013-09-25,64.94
"48306",75.02,"JFK",2013-08-09,75.02
"48307",60.8,"EWR",2013-10-11,60.8
"48308",84.02,"JFK",2013-07-14,84.02
"48309",68,"EWR",2013-05-21,68
"48310",55.04,"EWR",2013-04-25,55.04
"48311",39.92,"LGA",2013-01-11,39.92
"48312",57.02,"LGA",2013-11-22,57.02
"48313",62.96,"LGA",2013-08-14,62.96
"48314",86,"EWR",2013-06-24,86
"48315",30.02,"EWR",2013-12-18,30.02
"48316",48.92,"LGA",2013-04-25,48.92
"48317",84.02,"LGA",2013-07-21,84.02
"48318",42.98,"JFK",2013-01-13,42.98
"48319",62.96,"JFK",2013-04-10,62.96
"48320",44.06,"EWR",2013-01-31,44.06
"48321",71.96,"LGA",2013-05-17,71.96
"48322",39.02,"LGA",2013-12-28,39.02
"48323",28.4,"LGA",2013-02-05,28.4
"48324",66.02,"EWR",2013-09-14,66.02
"48325",46.04,"LGA",2013-02-28,46.04
"48326",41,"JFK",2013-03-22,41
"48327",66.92,"EWR",2013-05-08,66.92
"48328",78.98,"LGA",2013-09-03,78.98
"48329",73.04,"LGA",2013-09-24,73.04
"48330",75.92,"JFK",2013-06-01,75.92
"48331",37.94,"LGA",2013-11-26,37.94
"48332",64.04,"JFK",2013-09-16,64.04
"48333",53.96,"LGA",2013-05-05,53.96
"48334",42.98,"EWR",2013-03-13,42.98
"48335",75.92,"JFK",2013-07-30,75.92
"48336",48.2,"EWR",2013-03-23,48.2
"48337",41.9,"EWR",2013-02-12,41.9
"48338",30.2,"JFK",2013-01-21,30.2
"48339",71.6,"LGA",2013-08-12,71.6
"48340",75.02,"JFK",2013-07-01,75.02
"48341",78.08,"JFK",2013-10-04,78.08
"48342",75.92,"EWR",2013-08-12,75.92
"48343",62.96,"LGA",2013-10-08,62.96
"48344",33.8,"EWR",2013-03-18,33.8
"48345",80.06,"EWR",2013-08-12,80.06
"48346",39.02,"JFK",2013-01-15,39.02
"48347",62.96,"LGA",2013-11-07,62.96
"48348",57.02,"JFK",2013-01-14,57.02
"48349",30.02,"EWR",2013-01-03,30.02
"48350",57.92,"LGA",2013-10-13,57.92
"48351",53.6,"EWR",2013-03-12,53.6
"48352",30.02,"LGA",2013-02-04,30.02
"48353",84.92,"EWR",2013-06-02,84.92
"48354",80.96,"LGA",2013-07-02,80.96
"48355",73.04,"JFK",2013-07-01,73.04
"48356",86,"EWR",2013-07-22,86
"48357",55.04,"LGA",2013-04-22,55.04
"48358",84.02,"JFK",2013-08-27,84.02
"48359",78.98,"LGA",2013-08-27,78.98
"48360",55.04,"JFK",2013-11-17,55.04
"48361",78.98,"JFK",2013-07-22,78.98
"48362",60.08,"JFK",2013-04-05,60.08
"48363",80.96,"LGA",2013-08-17,80.96
"48364",26.06,"LGA",2013-12-25,26.06
"48365",59,"LGA",2013-10-28,59
"48366",41,"EWR",2013-03-10,41
"48367",55.04,"LGA",2013-10-10,55.04
"48368",37.94,"JFK",2013-01-05,37.94
"48369",51.08,"JFK",2013-10-20,51.08
"48370",87.98,"EWR",2013-08-20,87.98
"48371",30.02,"LGA",2013-03-04,30.02
"48372",62.96,"EWR",2013-04-05,62.96
"48373",57.92,"EWR",2013-09-28,57.92
"48374",30.02,"JFK",2013-01-18,30.02
"48375",62.96,"EWR",2013-04-05,62.96
"48376",91.94,"EWR",2013-07-17,91.94
"48377",57.02,"EWR",2013-05-06,57.02
"48378",53.96,"JFK",2013-04-28,53.96
"48379",37.94,"LGA",2013-11-12,37.94
"48380",60.08,"LGA",2013-05-08,60.08
"48381",44.06,"JFK",2013-02-15,44.06
"48382",57.92,"JFK",2013-05-28,57.92
"48383",46.94,"JFK",2013-04-06,46.94
"48384",57.92,"EWR",2013-05-19,57.92
"48385",41,"JFK",2013-01-17,41
"48386",78.08,"JFK",2013-08-20,78.08
"48387",50,"JFK",2013-03-12,50
"48388",69.98,"EWR",2013-06-03,69.98
"48389",75.02,"LGA",2013-06-19,75.02
"48390",66.92,"JFK",2013-09-15,66.92
"48391",82.94,"EWR",2013-07-26,82.94
"48392",73.94,"JFK",2013-08-20,73.94
"48393",35.96,"JFK",2013-01-06,35.96
"48394",32,"LGA",2013-12-10,32
"48395",51.98,"JFK",2013-01-20,51.98
"48396",42.98,"EWR",2013-11-15,42.98
"48397",62.06,"EWR",2013-09-15,62.06
"48398",35.96,"LGA",2013-11-26,35.96
"48399",50,"LGA",2013-05-05,50
"48400",73.94,"JFK",2013-06-27,73.94
"48401",44.96,"LGA",2013-02-27,44.96
"48402",59,"EWR",2013-04-01,59
"48403",35.96,"JFK",2013-02-13,35.96
"48404",44.96,"LGA",2013-03-13,44.96
"48405",71.06,"JFK",2013-08-12,71.06
"48406",87.08,"LGA",2013-06-02,87.08
"48407",30.92,"JFK",2013-02-07,30.92
"48408",73.04,"JFK",2013-08-23,73.04
"48409",42.08,"JFK",2013-02-19,42.08
"48410",48.92,"LGA",2013-03-09,48.92
"48411",44.06,"JFK",2013-01-07,44.06
"48412",33.98,"JFK",2013-02-24,33.98
"48413",57.92,"EWR",2013-05-19,57.92
"48414",64.04,"LGA",2013-09-16,64.04
"48415",60.08,"LGA",2013-04-08,60.08
"48416",62.96,"EWR",2013-04-27,62.96
"48417",51.98,"EWR",2013-01-30,51.98
"48418",78.08,"JFK",2013-08-31,78.08
"48419",44.06,"LGA",2013-12-06,44.06
"48420",82.04,"JFK",2013-09-08,82.04
"48421",75.2,"EWR",2013-07-02,75.2
"48422",51.98,"LGA",2013-04-21,51.98
"48423",53.96,"EWR",2013-10-10,53.96
"48424",55.94,"LGA",2013-04-19,55.94
"48425",32,"LGA",2013-03-08,32
"48426",53.06,"JFK",2013-11-11,53.06
"48427",19.94,"EWR",2013-01-23,19.94
"48428",51.08,"JFK",2013-04-20,51.08
"48429",51.8,"LGA",2013-12-23,51.8
"48430",80.96,"JFK",2013-07-16,80.96
"48431",86,"JFK",2013-07-18,86
"48432",48.92,"JFK",2013-11-09,48.92
"48433",30.92,"EWR",2013-02-06,30.92
"48434",73.04,"LGA",2013-07-12,73.04
"48435",71.06,"EWR",2013-08-03,71.06
"48436",33.98,"JFK",2013-03-16,33.98
"48437",42.08,"LGA",2013-03-11,42.08
"48438",71.06,"JFK",2013-08-11,71.06
"48439",37.94,"LGA",2013-11-26,37.94
"48440",60.08,"EWR",2013-10-10,60.08
"48441",55.94,"JFK",2013-04-19,55.94
"48442",69.98,"LGA",2013-08-13,69.98
"48443",95,"LGA",2013-07-18,95
"48444",64.04,"EWR",2013-09-21,64.04
"48445",66.02,"EWR",2013-06-09,66.02
"48446",66.92,"EWR",2013-09-30,66.92
"48447",42.8,"LGA",2013-02-11,42.8
"48448",42.08,"LGA",2013-12-02,42.08
"48449",33.98,"EWR",2013-03-08,33.98
"48450",71.06,"JFK",2013-10-07,71.06
"48451",21.02,"LGA",2013-01-25,21.02
"48452",75.02,"EWR",2013-09-01,75.02
"48453",60.98,"LGA",2013-05-22,60.98
"48454",28.04,"LGA",2013-12-12,28.04
